Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_Type,HCPCS_Cd,HCPCS_Desc,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Tot_Sbmtd_Chrg,Tot_Mdcr_Alowd_Amt,Tot_Mdcr_Pymt_Amt,Reimbursement_Rate_Pct,Revenue_Leakage
1255710802,Brown,Spandana,Houston,TX,77025,Endocrinology,J0897,"Injection, denosumab, 1 mg",O,63,5580.0,60.32,23.303401434,18.369519713,336585.6,130032.98,102501.92,30.45,234083.68
1942397278,Zaheer,Amer,Houston,TX,77056,Internal Medicine,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,272,1757.0,191.53039271,80.095959021,63.116465566,336518.9,140728.6,110895.63,32.95,225623.27
1447447545,Lotfi,Jamshid,Houston,TX,77098,Neurology,95913,"Nerve conduction, 13 or more studies",O,175,186.0,1808.8709677,289.90284946,229.83897849,336450.0,53921.93,42750.05,12.71,293699.95
1700859238,Cho,Raymond,Houston,TX,77055,Psychiatry,90868,"Treatment using magnetic field to stimulate nerve cells in brain, subsequent delivery and management",O,14,320.0,1051.25,190.6323125,150.53165625,336400.0,61002.34,48170.13,14.32,288229.87
1326104613,Quest Diagnostics Clinical Laboratories Inc,,Houston,TX,77072,Clinical Laboratory,83615,Lactate dehydrogenase (enzyme) level,O,3592,6300.0,53.387801587,5.92,5.92,336343.15,37296.0,37296.0,11.09,299047.15
1962096941,Liburd,Tamara,Houston,TX,77057,Occupational Therapist in Private Practice,97530,Therapy procedure using functional activities,O,224,2490.0,135.0,31.989080321,24.509706827,336150.0,79652.81,61029.17,18.16,275120.83
1750838801,"Memorial Houston Surgery Center, Llc",,Houston,TX,77030,Ambulatory Surgical Center,64635,"Destruction of lower or sacral spinal facet joint nerves using imaging guidance, single facet joint",F,29,43.0,7807.0,810.90651163,636.19139535,335701.0,34868.98,27356.23,8.15,308344.77
1891846788,Palasi,Mila Liza,Houston,TX,77057,Certified Registered Nurse Anesthetist (CRNA),00811,Anesthesia for other procedure on large bowel using an endoscope,F,185,185.0,1814.2594595,124.53475676,104.88172973,335638.0,23038.93,19403.12,5.78,316234.88
1548403496,Tran,Lee,Houston,TX,77074,Ophthalmology,67028,Injection of drug into eye,O,189,928.0,361.47090517,131.35851293,101.37827586,335445.0,121900.7,94079.04,28.05,241365.96
1558717827,"Concord Life Sciences, Llc",,Houston,TX,77058,Clinical Laboratory,87651,"Detection test by nucleic acid for strep (streptococcus, group a), amplified probe technique",O,5670,9357.0,35.803462648,34.356310783,34.356310783,335013.0,321472.0,321472.0,95.96,13541.0
1922121607,Sathyakumar,Veena,Houston,TX,77024,Diagnostic Radiology,70498,Ct scan of blood vessels of neck with contrast,F,286,287.0,1167.2334495,81.591637631,65.279372822,334996.0,23416.8,18735.18,5.59,316260.82
1578980769,Flynt,Lesley,Houston,TX,77030,Nuclear Medicine,78815,Nuclear medicine study from skull base to mid-thigh with ct scan,F,494,516.0,648.90891473,114.58401163,85.502228682,334837.0,59125.35,44119.15,13.18,290717.85
1659400372,Simmons,Van,Houston,TX,77057,Certified Registered Nurse Anesthetist (CRNA),00142,Anesthesia for lens surgery,F,433,572.0,585.1284965,100.68311189,80.538234266,334693.5,57590.74,46067.87,13.76,288625.63
1134107626,Hyatt,Kevin,Houston,TX,77057,Certified Registered Nurse Anesthetist (CRNA),00142,Anesthesia for lens surgery,F,178,200.0,1672.3575,122.41295,97.15235,334471.5,24482.59,19430.47,5.81,315041.03
1639468036,Rxsim Llc,,Houston,TX,77036,Pharmacy,K1034,"Provision of covid-19 test, nonprescription self-administered and self-collected use, fda approved, authorized or cleared, one test count",O,629,6960.0,48.050376437,11.76,11.76,334430.62,81849.6,81849.6,24.47,252581.02
1336468644,Patel,Keyur,Houston,TX,77030,Pathology,G0452,Molecular pathology procedure; physician interpretation and report,F,773,1219.0,274.31173093,47.00926169,36.842854799,334386.0,57304.29,44911.44,13.43,289474.56
1871955658,Thai,Alexander,Fort Sam Houston,TX,78234,Emergency Medicine,99285,Emergency department visit with high level of medical decision making,F,238,243.0,1375.5893004,171.77559671,133.76288066,334268.2,41741.47,32504.38,9.72,301763.82
1417120353,Briggs,Darrell,Houston,TX,77042,Anesthesiology,00670,Anesthesia for extensive surgery on spine,F,56,57.0,5863.3421053,437.01421053,330.8877193,334210.5,24909.81,18860.6,5.64,315349.9
1023010584,Spindler,Joseph,Houston,TX,77030,Rheumatology,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,241,753.0,443.8312749,125.70152722,88.203027888,334204.95,94653.25,66416.88,19.87,267788.07
1528074135,West,George,Houston,TX,77094,Neurosurgery,22633,Fusion of spine in lower back with partial removal of spine bone and disc,F,34,36.0,9279.0,1850.2272222,1472.6716667,334044.0,66608.18,53016.18,15.87,281027.82
1477535953,Smirnakis,Stelios,Houston,TX,77030,Neurology,99291,"Critical care, first 30-74 minutes",F,140,379.0,881.31398417,224.60113456,177.89287599,334018.0,85123.83,67421.4,20.18,266596.6
1689822579,Kagan,Anna,Houston,TX,77030,Nephrology,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,392,2266.0,147.32,79.605472198,63.057590468,333827.12,180386.0,142888.5,42.8,190938.62
1528142825,Whitsett,Jeffrey,Houston,TX,77055,Ophthalmology,92014,Established patient complete exam of visual system,O,1015,1056.0,316.0,121.28630682,81.915435606,333696.0,128078.34,86502.7,25.92,247193.3
1548648884,Bourgeois,Jeremy,Houston,TX,77008,Physical Therapist in Private Practice,97112,"Therapy procedure to re-educate brain-to-nerve-to-muscle function, each 15 minutes",O,171,7277.0,45.815171087,26.77932802,20.229415968,333397.0,194873.17,147209.46,44.15,186187.54
1548550221,Kelly,Daniel,Houston,TX,77030,Emergency Medicine,99285,Emergency department visit with high level of medical decision making,F,181,187.0,1782.8000535,174.50475936,138.30951872,333383.61,32632.39,25863.88,7.76,307519.73
1457671927,Nieto,Roman,Houston,TX,77030,Emergency Medicine,99285,Emergency department visit with high level of medical decision making,F,159,170.0,1957.0,173.83052941,134.98058824,332690.0,29551.19,22946.7,6.9,309743.3
1598260036,Steele,Cassandra,Houston,TX,77030,Physician Assistant,99285,Emergency department visit with high level of medical decision making,F,160,170.0,1957.0,143.70205882,112.90664706,332690.0,24429.35,19194.13,5.77,313495.87
1225091739,"Outpatient Women's And Children's Surgery Center, Ltd",,Houston,TX,77054,Ambulatory Surgical Center,52287,Exam with injections of chemical for destruction of bladder using an endoscope,F,11,15.0,22178.2,750.708,598.122,332673.0,11260.62,8971.83,2.7,323701.17
1063695336,Siddiqui,Atif,Houston,TX,77042,Critical Care (Intensivists),99291,"Critical care, first 30-74 minutes",F,87,175.0,1898.8114286,219.02588571,174.50822857,332292.0,38329.53,30538.94,9.19,301753.06
1639105869,Alford,Patricia,Houston,TX,77004,Certified Registered Nurse Anesthetist (CRNA),00142,Anesthesia for lens surgery,F,316,399.0,832.70676692,64.963759398,51.680526316,332250.0,25920.54,20620.53,6.21,311629.47
1750596904,Al-Hafez,Baraa,Houston,TX,77043,Neurosurgery,22514,Treatment of broken lower spine bone with placement of stabilizing device,F,17,18.0,18449.0,451.5,359.73,332082.0,8127.0,6475.14,1.95,325606.86
1174884811,Winocour,Sebastian,Houston,TX,77030,Plastic and Reconstructive Surgery,15734,Creation of muscle graft to trunk,F,15,48.0,6916.13125,1112.7816667,889.39979167,331974.3,53413.52,42691.19,12.86,289283.11
1659412336,Little,Stephen,Houston,TX,77030,Cardiology,93306,"Ultrasound of heart with color-depicted blood flow, rate, direction and valve function",F,470,474.0,700.0,68.13335443,51.459915612,331800.0,32295.21,24392.0,7.35,307408.0
1699784819,Price,Todd,Houston,TX,77024,Infectious Disease,J0875,"Injection, dalbavancin, 5 mg",O,20,8400.0,39.5,14.355690476,11.45577619,331800.0,120587.8,96228.52,29.0,235571.48
1730209719,Khawaja,Farrakh,Houston,TX,77074,Critical Care (Intensivists),99291,"Critical care, first 30-74 minutes",F,60,150.0,2212.0,219.57466667,174.35386667,331800.0,32936.2,26153.08,7.88,305646.92
1225052558,Larkin,Andrew,Houston,TX,77090,Emergency Medicine,99285,Emergency department visit with high level of medical decision making,F,160,182.0,1822.7087912,171.80368132,136.10076923,331733.0,31268.27,24770.34,7.47,306962.66
1568710770,Cheng,Raymond,Houston,TX,77030,Emergency Medicine,99285,Emergency department visit with high level of medical decision making,F,278,292.0,1135.6232877,171.54304795,134.17811644,331602.0,50090.57,39180.01,11.82,292421.99
1508125089,Queen,Joanna,Houston,TX,77030,Ophthalmology,66984,Removal of cataract with insertion of prosthetic lens,F,52,87.0,3802.0,535.75747126,420.2237931,330774.0,46610.9,36559.47,11.05,294214.53
1053625624,Sellin,Jonathan,Houston,TX,77030,Neurosurgery,22558,Fusion of lower spine bone through abdomen with partial removal of disc,F,25,26.0,12713.0,756.12538462,602.44269231,330538.0,19659.26,15663.51,4.74,314874.49
1407016397,Lee,Antony,Houston,TX,77082,Physical Therapist in Private Practice,97530,Therapy procedure using functional activities,O,44,4590.0,72.0,27.230586057,21.474167756,330480.0,124988.39,98566.43,29.83,231913.57
1184868010,Tausend,Abby,Houston,TX,77079,Emergency Medicine,99285,Emergency department visit with high level of medical decision making,F,158,165.0,1999.7090909,172.42624242,139.98072727,329952.0,28450.33,23096.82,7.0,306855.18
1932800026,Chapman,Cole,Houston,TX,77030,Physician Assistant,22612,Fusion of spine in lower back,F,25,25.0,13193.0,223.82,178.33,329825.0,5595.5,4458.25,1.35,325366.75
1649753682,Mcneill,Caitlin,Houston,TX,77024,Physician Assistant,14301,"Repair of wound by transferring skin, 30.1-60.0 sq cm",F,21,22.0,14990.63,104.85818182,83.546818182,329793.86,2306.88,1838.03,0.56,327955.83
1023147824,Porias,Mitchell,Houston,TX,77008,Ophthalmology,66984,Removal of cataract with insertion of prosthetic lens,F,36,58.0,5684.2413793,539.09344828,425.61741379,329686.0,31267.42,24685.81,7.49,305000.19
1649575804,Williams,Benjamin,Houston,TX,77070,Certified Registered Nurse Anesthetist (CRNA),00670,Anesthesia for extensive surgery on spine,F,44,44.0,7491.8863636,550.11818182,434.65931818,329643.0,24205.2,19125.01,5.8,310517.99
1770560039,Meadows,Sean,Fort Sam Houston,TX,78234,Emergency Medicine,99285,Emergency department visit with high level of medical decision making,F,275,288.0,1144.0,241.09395833,197.76746528,329472.0,69435.06,56957.03,17.29,272514.97
1447278288,Hall,David,Houston,TX,77065,Emergency Medicine,99285,Emergency department visit with high level of medical decision making,F,281,290.0,1136.0,181.91227586,140.512,329440.0,52754.56,40748.48,12.37,288691.52
1083644124,Memorial Hermann Surgery Center Southwest Llp,,Houston,TX,77074,Ambulatory Surgical Center,65820,Incision to improve eye fluid flow,F,25,37.0,8898.2972973,1936.58,1542.97,329237.0,71653.46,57089.89,17.34,272147.11
1558717827,"Concord Life Sciences, Llc",,Houston,TX,77058,Clinical Laboratory,P9603,Travel allowance one way in connection with medically necessary laboratory specimen collection drawn from home bound or nursing home bound patient; prorated miles actually travelled,F,5283,146528.5,2.2464144518,1.0891853121,1.0891853121,329163.74,159596.69,159596.69,48.49,169567.05
1447515705,Ganeshan,Dhakshinamoorthy,Houston,TX,77030,Diagnostic Radiology,71260,Ct scan of chest with contrast,F,681,732.0,449.3442623,53.546639344,40.099931694,328920.0,39196.14,29353.15,8.92,299566.85
1700883626,Nathan,Stuart,Houston,TX,77063,"Psychologist, Clinical",90791,Psychiatric diagnostic evaluation,F,993,1096.0,300.0,150.25833029,118.53278285,328800.0,164683.13,129911.93,39.51,198888.07
1215919998,Khawly,Joseph,Houston,TX,77025,Ophthalmology,92134,Imaging of retina,O,1237,3268.0,100.57642901,38.027249082,29.620211138,328683.77,124273.05,96798.85,29.45,231884.92
1003874371,Mangin,Earl,Houston,TX,77004,Cardiology,J2785,"Injection, regadenoson, 0.1 mg",O,684,2768.0,118.5,53.580437139,42.496098266,328008.0,148310.65,117629.2,35.86,210378.8
1548466212,Yalamanchili,Rajesh,Houston,TX,77092,Dermatology,88342,"Special stained specimen slides to examine tissue, initial procedure",O,818,1078.0,304.08163265,84.77609462,66.692133581,327800.0,91388.63,71894.12,21.93,255905.88
1104454651,Alaine Diagnostic Llc,,Houston,TX,77074,Clinical Laboratory,U0003,"Infectious agent detection by nucleic acid (dna or rna); severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]), amplified probe technique, making use of high throughput technologies as described by cms-2020-01-r",O,130,2185.0,150.0,73.5,73.5,327750.0,160597.5,160597.5,49.0,167152.5
1902105893,Liaw,Stephen,Houston,TX,77030,Diagnostic Radiology,73221,Mri scan of arm joint without contrast,O,188,207.0,1582.0,194.34149758,149.32705314,327474.0,40228.69,30910.7,9.44,296563.3
1164716635,Abrencillo,Rodeo,Houston,TX,77030,Critical Care (Intensivists),99291,"Critical care, first 30-74 minutes",F,53,148.0,2212.0,216.54047297,172.15202703,327376.0,32047.99,25478.5,7.78,301897.5
1689768277,Mazhar,Mobeen,Houston,TX,77065,Interventional Cardiology,93306,"Ultrasound of heart with color-depicted blood flow, rate, direction and valve function",O,365,385.0,850.0,190.78179221,141.42838961,327250.0,73450.99,54449.93,16.64,272800.07
1295799005,Isaac,John,Houston,TX,77030,Cardiology,A9555,"Rubidium rb-82, diagnostic, per study dose, up to 60 millicuries",O,398,402.0,813.88059701,799.12689055,636.71793532,327180.0,321249.01,255960.61,78.23,71219.39
1679917470,Kim,Daniel,Houston,TX,77030,Emergency Medicine,99285,Emergency department visit with high level of medical decision making,F,274,288.0,1135.8090278,171.15163194,131.99520833,327113.0,49291.67,38014.62,11.62,289098.38
1881679751,Laboratory Corporation Of America,,Houston,TX,77040,Clinical Laboratory,86431,Rheumatoid factor level,O,5556,6229.0,52.488518221,5.5555434259,5.5555434259,326950.98,34605.48,34605.48,10.58,292345.5
1548480338,Shultz,Anupama,Houston,TX,77090,Diagnostic Radiology,77067,Screening mammography,O,689,885.0,369.14689266,86.366892655,86.366892655,326695.0,76434.7,76434.7,23.4,250260.3
1417042722,Wang,Luhua,Houston,TX,77030,Hematology-Oncology,99215,"Established patient office or other outpatient visit, 40-54 minutes",F,255,612.0,533.7745098,144.1554902,106.82784314,326670.0,88223.16,65378.64,20.01,261291.36
1609214253,Ali,Danish,Houston,TX,77095,Physical Medicine and Rehabilitation,99232,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 35 minutes",F,485,2235.0,146.1,79.506098434,62.953548098,326533.5,177696.13,140701.18,43.09,185832.32
1548366305,Hirsch-Ginsberg,Cheryl,Houston,TX,77030,Pathology,86335,"Immunologic analysis technique on body fluid, other fluids with concentration",F,1123,2412.0,135.31426202,17.610136816,17.589191542,326378.0,42475.65,42425.13,13.0,283952.87
1932198397,Weikert,Mitchell,Houston,TX,77030,Ophthalmology,66984,Removal of cataract with insertion of prosthetic lens,O,78,120.0,2718.2791667,542.32616667,428.192,326193.5,65079.14,51383.04,15.75,274810.46
1962729897,Salehi,Adel,Houston,TX,77030,Diagnostic Radiology,76377,3d radiographic procedure with computerized image postprocessing,O,588,594.0,549.0,77.323771044,61.641616162,326106.0,45930.32,36615.12,11.23,289490.88
1538252374,Rehman,Qaiser,Houston,TX,77065,Rheumatology,J0897,"Injection, denosumab, 1 mg",O,53,5580.0,58.432408602,23.255032258,18.380539427,326052.84,129763.08,102563.41,31.46,223489.43
1598824740,Li,Helen,Houston,TX,77030,Ophthalmology,J2777,"Injection, faricimab-svoa, 0.1 mg",O,14,4260.0,76.5,36.580368545,29.11978169,325890.0,155832.37,124050.27,38.07,201839.73
1619297231,Jenks,Shane,Houston,TX,77030,Emergency Medicine,99291,"Critical care, first 30-74 minutes",F,168,172.0,1894.6162791,207.79982558,167.64133721,325874.0,35741.57,28834.31,8.85,297039.69
1396735783,Cheong,Benjamin,Houston,TX,77047,Internal Medicine,74174,Ct scan of blood vessels of abdomen and pelvis with contrast,F,194,199.0,1637.0,105.50984925,82.174924623,325763.0,20996.46,16352.81,5.02,309410.19
1881679751,Laboratory Corporation Of America,,Houston,TX,77040,Clinical Laboratory,86225,"Measurement of dna antibody, native or double stranded",O,2782,3138.0,103.72739006,13.458537285,13.458537285,325496.55,42232.89,42232.89,12.97,283263.66
1447314745,Randazzo,Dawn,Houston,TX,77081,Physician Assistant,22853,Insertion of cage or mesh device to spine bone and disc space during spine fusion,F,24,51.0,6372.5490196,36.205686275,28.846470588,325000.0,1846.49,1471.17,0.45,323528.83
1588695019,Nishikawa,Akira,Houston,TX,77004,Cardiology,78492,Nuclear medicine studies of blood flow in heart muscle at rest and with stress,O,99,100.0,3250.0,1333.8203,1059.6544,325000.0,133382.03,105965.44,32.6,219034.56
1881792844,Fish,Richard,Houston,TX,77030,Ophthalmology,J2781,"Injection, pegcetacoplan, intravitreal, 1 mg",O,21,720.0,451.0,151.06466667,120.36041667,324720.0,108766.56,86659.5,26.69,238060.5
1184862260,Nagarajan,Priyadharsini,Houston,TX,77030,Pathology,88305,"Pathology examination of tissue using a microscope, intermediate complexity",F,580,915.0,354.83606557,36.751377049,27.774590164,324675.0,33627.51,25413.75,7.83,299261.25
1881679751,Laboratory Corporation Of America,,Houston,TX,77040,Clinical Laboratory,86200,Measurement of antibody for rheumatoid arthritis assessment,O,2826,2967.0,109.33162791,12.682935625,12.682935625,324386.94,37630.27,37630.27,11.6,286756.67
1396730065,Arnoult,Jeffrey,Houston,TX,77025,Ophthalmology,65855,Laser repair to improve eye fluid flow,F,51,69.0,4700.0,206.70318841,148.61304348,324300.0,14262.52,10254.3,3.16,314045.7
1396730065,Arnoult,Jeffrey,Houston,TX,77025,Ophthalmology,66821,Removal of recurring cataract in lens capsule using a laser,F,106,131.0,2475.0,311.8848855,227.25526718,324225.0,40856.92,29770.44,9.18,294454.56
1669431227,Vroman,Penny,Fort Sam Houston,TX,78234,Diagnostic Radiology,A9586,"Florbetapir f18, diagnostic, per study dose, up to 10 millicuries",O,33,33.0,9822.0,4854.4269697,3867.7542424,324126.0,160196.09,127635.89,39.38,196490.11
1740440973,Yao,David,Houston,TX,77004,Cardiology,33285,Insertion of heart rhythm monitor under skin,O,27,27.0,12000.0,4423.89,3525.23,324000.0,119445.03,95181.21,29.38,228818.79
1407885163,Podder,Hemangshu,Houston,TX,77030,General Surgery,50360,Transplantation of donor kidney,F,25,25.0,12955.58,1411.0568,1124.2568,323889.5,35276.42,28106.42,8.68,295783.08
1053391870,"Northwest Surgery Center, Ltd",,Houston,TX,77090,Ambulatory Surgical Center,15823,Removal of excessive skin and fat of upper eyelid,F,23,45.0,7195.7555556,638.37222222,508.62222222,323809.0,28726.75,22888.0,7.07,300921.0
1861874646,Bakdalieh,Ahmad,Houston,TX,77024,Diagnostic Radiology,76770,Complete ultrasound scan behind abdominal cavity,F,686,696.0,465.23706897,35.598333333,27.603103448,323805.0,24776.44,19211.76,5.93,304593.24
1760449268,Younis,George,Houston,TX,77030,Cardiology,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,962,1704.0,190.0,128.28112089,89.475839202,323760.0,218591.03,152466.83,47.09,171293.17
1639171903,Lotze,Peter,Houston,TX,77054,Obstetrics & Gynecology,57425,Surgical repair of vaginal defect using an endoscope,F,78,78.0,4150.0,1003.6484615,799.00474359,323700.0,78284.58,62322.37,19.25,261377.63
1558388629,Ivan,Doina,Houston,TX,77030,Pathology,88305,"Pathology examination of tissue using a microscope, intermediate complexity",F,562,909.0,355.30473047,36.807645765,26.642530253,322972.0,33458.15,24218.06,7.5,298753.94
1356331656,Banks,Kevin,Ft Sam Houston,TX,78261,Diagnostic Radiology,78815,Nuclear medicine study from skull base to mid-thigh with ct scan,O,60,60.0,5382.7,1475.0145,1179.9105,322962.0,88500.87,70794.63,21.92,252167.37
1134158769,Steele,Eldon,Houston,TX,77042,Anesthesiology,00103,Anesthesia for procedure on eyelid,F,156,158.0,2043.3987342,141.84613924,110.8756962,322857.0,22411.69,17518.36,5.43,305338.64
1396924106,Alikhan,Mujahed,Houston,TX,77005,Rheumatology,J0897,"Injection, denosumab, 1 mg",O,171,13680.0,23.593859649,23.13063231,18.129196637,322764.0,316427.05,248007.41,76.84,74756.59
1710912464,Mohiuddin,Imran,Houston,TX,77004,Vascular Surgery,36247,"Insertion of tube into abdominal, pelvic, or leg artery, initial third order branch",O,47,62.0,5200.0,744.95,593.54032258,322400.0,46186.9,36799.5,11.41,285600.5
1104846450,Seger,John,Houston,TX,77030,Clinical Cardiac Electrophysiology,93298,"Evaluation of cardiac rhythm monitor system, remote up to 30 days",O,392,2685.0,120.0,26.405713222,20.261441341,322200.0,70899.34,54401.97,16.88,267798.03
1407109770,Sam,Kenny,Houston,TX,77090,Diagnostic Radiology,77067,Screening mammography,F,1225,1225.0,263.0,35.809812245,35.809812245,322175.0,43867.02,43867.02,13.62,278307.98
1588897011,Patel,Anay,Houston,TX,77030,Orthopedic Surgery,27447,"Replacement of knee joint, both sides of knee",F,72,75.0,4293.0,1316.6493333,1047.6806667,321975.0,98748.7,78576.05,24.4,243398.95
1407952906,Trbovich,Michele,Houston,TX,77042,Podiatry,11721,"Removal of fingernails or toenails, 6 or more nails",O,1477,4599.0,70.0,43.798499674,34.335201131,321930.0,201429.3,157907.59,49.05,164022.41
1285674531,Johnson,Patrick,Houston,TX,77024,Diagnostic Radiology,74178,Ct scan of abdomen and pelvis before and after contrast,O,208,324.0,993.04530864,161.66141975,125.54515432,321746.68,52378.3,40676.63,12.64,281070.05
1598096802,Memorial Hermann Surgery Center Memorial City Llc,,Houston,TX,77043,Ambulatory Surgical Center,64493,"Injection of lower or sacral spine facet joint using imaging guidance, single level",F,25,61.0,5273.0,339.85081967,270.77557377,321653.0,20730.9,16517.31,5.14,305135.69
1801216114,Sutaria,Neil,Houston,TX,77030,Nephrology,99223,"Initial hospital care with moderate level of medical decision making, if using time, at least 75 minutes",F,641,839.0,383.30282479,175.71978546,139.74082241,321591.07,147428.9,117242.55,36.46,204348.52
1902036049,"Physicians Ambulatory Surgery Center, Llc",,Houston,TX,77063,Ambulatory Surgical Center,45381,Injection beneath lining of large bowel using a flexible endoscope,F,35,35.0,9165.2,316.64228571,265.91828571,320782.0,11082.48,9307.14,2.9,311474.86
1811109895,Pham,Linh,Houston,TX,77089,Diagnostic Radiology,72148,Mri scan of lower spinal canal without contrast,F,364,372.0,862.0,70.809005376,54.842473118,320664.0,26340.95,20401.4,6.36,300262.6
1689340978,Thomas,Malini,Houston,TX,77030,Nurse Practitioner,99308,"Subsequent nursing facility care with straightforward level of medical decision making, per day, if using time, at least 15 minutes",F,103,1314.0,244.0,60.547267884,47.882245053,320616.0,79559.11,62917.27,19.62,257698.73
1861424129,Thomas,Valencia,Houston,TX,77030,Dermatology,17311,"Removal and microscopic exam of growth of head, neck, hands, feet, or genitals, 1-5 tissue blocks",O,151,188.0,1705.0478723,298.33968085,236.77303191,320549.0,56087.86,44513.33,13.89,276035.67
1669462982,"Health Quest Ems, Llc",,Houston,TX,77084,Ambulance Service Provider,A0425,"Ground mileage, per statute mile",F,533,16437.5,19.495288213,7.5045207605,5.9790126236,320453.8,123355.56,98280.02,30.67,222173.78
1326242983,Ginzel,Andrew,Houston,TX,77024,Diagnostic Radiology,74177,Ct scan of abdomen and pelvis with contrast,F,275,281.0,1139.9395018,88.995338078,70.150071174,320323.0,25007.69,19712.17,6.15,300610.83
1023456076,Turner,Allison,Houston,TX,77042,Nurse Practitioner,99214,"Established patient office or other outpatient visit, 30-39 minutes",O,328,738.0,434.0,105.01302168,75.065284553,320292.0,77499.61,55398.18,17.3,264893.82
1922121607,Sathyakumar,Veena,Houston,TX,77024,Diagnostic Radiology,70553,Mri scan of brain before and after contrast,F,244,245.0,1306.7142857,110.60044898,88.487183673,320145.0,27097.11,21679.36,6.77,298465.64
1316322035,"Bioreference Health, Llc",,Houston,TX,77054,Clinical Laboratory,84443,"Blood test, thyroid stimulating hormone (tsh)",O,2655,3256.0,98.228636364,16.448052826,16.448052826,319832.44,53554.86,53554.86,16.74,266277.58
1609813872,Duggal,Sandeep,Houston,TX,77089,Emergency Medicine,99291,"Critical care, first 30-74 minutes",F,106,111.0,2881.0,207.17855856,168.8181982,319791.0,22996.82,18738.82,5.86,301052.18
1326104613,Quest Diagnostics Clinical Laboratories Inc,,Houston,TX,77072,Clinical Laboratory,83921,Organic acid level,O,1162,1224.0,260.98930556,20.79,20.79,319450.91,25446.96,25446.96,7.97,294003.95
1063788446,Kavoussi,Shaheen,Houston,TX,77030,Ophthalmology,67210,Destruction of growth of retina using a laser,O,112,336.0,950.0,604.40967262,465.96467262,319200.0,203081.65,156564.13,49.05,162635.87
1144405945,Guo,Shan,Houston,TX,77030,Hematology-Oncology,78815,Nuclear medicine study from skull base to mid-thigh with ct scan,O,38,57.0,5599.3031579,1485.6536842,1181.1333333,319160.28,84682.26,67324.6,21.09,251835.68
1003806654,Levine,Jonathan,Houston,TX,77047,Diagnostic Radiology,70450,Ct scan head or brain without contrast,F,1074,1108.0,287.9765343,38.968907942,31.065559567,319078.0,43177.55,34420.64,10.79,284657.36
1477521201,Cammarata,Curtis,Houston,TX,77024,Diagnostic Radiology,70450,Ct scan head or brain without contrast,F,618,633.0,504.0,42.759731438,33.425924171,319032.0,27066.91,21158.61,6.63,297873.39
1588760375,Handy,Beverly,Houston,TX,77030,Pathology,86334,Immunologic analysis technique on serum (immunofixation),F,1241,2358.0,135.17472434,17.705127226,13.774317218,318742.0,41748.69,32479.84,10.19,286262.16
1942447438,Faria,Silvana,Houston,TX,77030,Diagnostic Radiology,74177,Ct scan of abdomen and pelvis with contrast,F,399,405.0,786.81234568,87.514641975,63.89162963,318659.0,35443.43,25876.11,8.12,292782.89
1922774819,Koborsi,Jonathan,Houston,TX,77009,Physical Therapist in Private Practice,97530,Therapy procedure using functional activities,O,58,3386.0,94.079149439,26.921361488,20.518673952,318552.0,91155.73,69476.23,21.81,249075.77
1508837899,"Memorial Hermann Surgery Center Northwest, Llp",,Houston,TX,77008,Ambulatory Surgical Center,64628,"Heat destruction of intraosseous basivertebral nerve in bones of spine in lower back, first two bones",F,13,16.0,19908.0625,9716.35,7741.48,318529.0,155461.6,123863.68,38.89,194665.32
1144663196,Kumar,Rishi,Houston,TX,77030,Anesthesiology,99291,"Critical care, first 30-74 minutes",F,59,144.0,2212.0,213.35638889,169.00902778,318528.0,30723.32,24337.3,7.64,294190.7
1033506191,Irwin,Christopher,Fort Sam Houston,TX,78234,Internal Medicine,99233,"Subsequent hospital care with moderate levelof medical decision making, if using time, at least 50 minutes",F,389,1225.0,259.52408163,114.2788,91.114440816,317917.0,139991.53,111615.19,35.11,206301.81
1962472571,Lee,Yueh,Houston,TX,77074,Podiatry,99213,"Established patient office or other outpatient visit, 20-29 minutes",O,179,454.0,700.07246696,86.66160793,62.11222467,317832.9,39344.37,28198.95,8.87,289633.95
1750497665,Delclos,Marc,Houston,TX,77030,Radiation Oncology,G6002,Stereoscopic x-ray guidance for localization of target volume for the delivery of radiation therapy,O,111,1441.0,220.2463567,19.863490632,15.651970854,317375.0,28623.29,22554.49,7.11,294820.51
1326104613,Quest Diagnostics Clinical Laboratories Inc,,Houston,TX,77072,Clinical Laboratory,82610,Cystatin c (enzyme inhibitor) level,O,1099,1990.0,159.41444724,18.15,18.15,317234.75,36118.5,36118.5,11.39,281116.25
